Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
SP2,24/09/16,Valladolid,Huesca,1,2,A,0,0,D,2.05,3.3,3.6,2.05,3.3,3.7,2,3.3,3.3,2,3.1,4,2.05,3.29,4.27,2.05,3.2,3.6,2,3.3,4,48,2.07,2.01,3.3,3.19,4.27,3.77,36,2.33,2.21,1.7,1.62,26,-0.25,1.77,1.72,2.22,2.11,1.72,3.59,6
SP2,25/09/16,Cadiz,Oviedo,0,2,A,0,2,A,2.15,3.25,3.4,2.25,3.1,3.4,2.2,3.2,3,2.25,3,3.5,2.31,3.13,3.68,2.2,3.1,3.3,2.25,3.13,3.5,48,2.31,2.21,3.25,3.09,3.68,3.37,37,2.45,2.32,1.61,1.56,27,-0.25,1.97,1.9,1.98,1.91,2.15,3.19,4.05
SP2,25/09/16,Getafe,Girona,0,2,A,0,1,A,2.1,3.3,3.5,2.2,3,3.7,2.1,3.1,3.3,2.15,3,3.6,2.21,3.16,3.9,2.15,3.1,3.4,2.2,3.13,3.7,48,2.23,2.13,3.3,3.11,3.9,3.53,36,2.42,2.29,1.61,1.57,27,-0.25,1.92,1.83,2.05,1.98,2.42,3.19,3.35
SP2,25/09/16,Mallorca,UCAM Murcia,0,0,D,0,0,D,1.85,3.4,4.33,1.95,3.1,4.4,2,3.3,3.3,1.91,3.1,4.5,1.94,3.32,4.75,1.91,3.1,4.33,1.9,3.2,4.8,47,2,1.9,3.4,3.15,4.8,4.37,35,2.79,2.63,1.48,1.44,25,-0.5,1.95,1.89,1.99,1.92,1.97,3.13,5.04
SP2,25/09/16,Mirandes,Tenerife,3,2,H,2,0,H,2.3,3.4,3,2.4,3.2,3,2.3,3.2,2.8,2.4,3,3.1,2.45,3.21,3.27,2.38,3,3.1,2.4,3.1,3.2,48,2.45,2.35,3.4,3.12,3.27,3.07,36,2.42,2.3,1.61,1.57,27,-0.25,2.09,2.01,1.87,1.81,2.64,3.28,2.93
SP2,25/09/16,Numancia,Zaragoza,2,1,H,1,1,D,2.4,3.25,2.9,2.4,3.2,3,2.3,3.2,2.8,2.4,3,3.1,2.5,3.2,3.21,2.38,3,3.1,2.45,3.13,3.13,48,2.5,2.39,3.25,3.09,3.21,3.02,37,2.42,2.28,1.61,1.57,27,-0.25,2.12,2.03,1.85,1.78,2.37,3.12,3.54
SP2,25/09/16,Reus Deportiu,Vallecano,1,1,D,1,0,H,2.9,3.4,2.38,2.85,3.1,2.6,2.6,3,2.6,3,3,2.5,3.12,3.14,2.58,3,3,2.4,3,3.13,2.5,47,3.12,2.91,3.4,3.05,2.6,2.49,34,2.33,2.22,1.66,1.61,25,0,2.17,2.08,1.79,1.75,3.03,3.16,2.63
SP2,01/10/16,Alcorcon,Elche,1,0,H,0,0,D,2.1,3.3,3.5,2.15,3.25,3.5,2.1,3.3,3.1,2.2,3,3.6,2.24,3.12,3.88,2.1,3.1,3.6,2.2,3.1,3.7,55,2.24,2.16,3.3,3.09,3.88,3.48,45,2.51,2.4,1.56,1.52,29,-0.25,1.92,1.86,2.02,1.95,2.14,3.13,4.19
SP2,01/10/16,Gimnastic,Sevilla B,1,1,D,1,1,D,2,3.3,3.8,2.05,3.3,3.7,2,3.3,3.3,2,3,4,1.99,3.27,4.61,2.05,3.1,3.75,2.2,3.2,4,55,2.2,2.03,3.3,3.16,4.61,3.79,42,2.5,2.35,1.6,1.54,28,-0.5,2.1,2.02,1.91,1.79,1.96,3.41,4.49
SP2,01/10/16,Huesca,Almeria,2,0,H,1,0,H,2.1,3.3,3.5,2.1,3.1,3.8,2.1,3.3,3.1,2.15,3,3.75,2.17,3.18,3.99,2.1,3.1,3.6,2.2,3.2,3.6,55,2.2,2.11,3.3,3.11,3.99,3.58,45,2.38,2.28,1.63,1.57,29,-0.25,1.89,1.82,2.07,1.99,2.15,3.22,4
SP2,01/10/16,Lugo,Mallorca,3,1,H,2,1,H,2.38,3.3,2.9,2.3,3.2,3.2,2.2,3.2,3,2.4,3,3.2,2.5,3.09,3.33,2.2,3.1,3.3,2.4,3.1,3.2,55,2.5,2.34,3.3,3.05,3.4,3.14,45,2.5,2.38,1.59,1.53,29,-0.25,2.09,2.01,1.86,1.8,2.37,3.17,3.47
SP2,01/10/16,Zaragoza,Cordoba,1,1,D,1,1,D,2.1,3.3,3.5,2.05,3.2,3.8,2.1,3.3,3.1,2.1,3,3.8,2.15,3.15,4.13,2.15,3.1,3.4,2.1,3.25,3.75,55,2.15,2.1,3.3,3.13,4.13,3.6,43,2.31,2.22,1.66,1.6,29,-0.25,1.85,1.8,2.12,2.01,2.19,3.25,3.83
SP2,02/10/16,Girona,Reus Deportiu,1,0,H,0,0,D,1.67,3.6,5.25,1.62,3.8,5.5,1.65,3.5,4.6,1.67,3.5,5.5,1.71,3.67,5.9,1.7,3.4,5,1.7,3.6,5.5,55,1.72,1.67,3.8,3.52,5.9,5.2,50,2.25,2.11,1.75,1.68,29,-0.75,1.95,1.89,1.98,1.92,2.05,3.26,4.32
SP2,02/10/16,Levante,Valladolid,3,2,H,1,1,D,1.75,3.4,5,1.75,3.5,5,1.7,3.5,4.4,1.83,3.3,4.5,1.87,3.47,4.93,1.85,3.2,4.4,1.8,3.4,5,55,1.87,1.8,3.5,3.31,5,4.64,45,2.45,2.31,1.63,1.56,27,-0.5,1.87,1.8,2.11,2,1.97,3.37,4.52
SP2,02/10/16,Oviedo,Numancia,2,2,D,1,1,D,2.05,3.1,4,2.15,3.25,3.5,2,3.3,3.3,2.15,3,3.75,2.2,3.19,3.88,2.1,3.1,3.6,2.1,3.2,3.8,55,2.2,2.11,3.3,3.12,4,3.58,44,2.5,2.33,1.61,1.55,29,-0.25,1.86,1.8,2.11,2.01,2.36,3.23,3.44
SP2,02/10/16,Tenerife,Getafe,0,0,D,0,0,D,2.15,3.2,3.5,2.15,3.25,3.5,2.1,3.3,3.1,2.15,3,3.6,2.21,3.17,3.9,2.2,3.1,3.3,2.15,3.2,3.7,55,2.21,2.15,3.3,3.09,3.9,3.5,45,2.5,2.31,1.61,1.56,29,-0.25,1.9,1.84,2.05,1.97,2.07,3.26,4.27
SP2,02/10/16,UCAM Murcia,Mirandes,2,2,D,1,2,A,2,3.3,3.75,2,3.3,3.9,1.9,3.3,3.7,2,3.2,4,2.06,3.33,4.17,2,3.2,3.75,2,3.25,4.1,53,2.06,1.98,3.34,3.22,4.17,3.85,43,2.36,2.24,1.65,1.59,26,-0.5,2.06,1.99,1.88,1.81,2.2,3.33,3.69
SP2,02/10/16,Vallecano,Cadiz,3,0,H,1,0,H,1.73,3.75,4.5,1.72,3.75,4.75,1.7,3.5,4.4,1.73,3.5,5.25,1.74,3.69,5.6,1.7,3.4,5,1.73,3.6,5.4,54,1.74,1.7,3.75,3.51,5.6,4.99,45,2.21,2.11,1.76,1.67,29,-0.75,2.01,1.93,1.94,1.87,1.73,3.74,5.6
SP2,08/10/16,Elche,Gimnastic,4,4,D,2,1,H,2,3.1,4.2,1.95,2.95,4,2,3.3,3.3,2.05,3,4,2.12,3.18,4.18,2.05,3,3.8,2.05,3.13,4.1,55,2.12,2.03,3.3,3.09,4.2,3.86,44,2.65,2.44,1.56,1.51,28,-0.5,2.12,2.04,1.86,1.78,2.44,3.06,3.47
SP2,08/10/16,Getafe,UCAM Murcia,2,0,H,0,0,D,1.85,3.3,4.5,1.72,3.25,4.75,1.85,3.4,3.8,1.85,3.1,5,1.87,3.32,5.32,1.8,3.1,5,1.85,3.25,5,54,1.88,1.83,3.4,3.18,5.4,4.7,43,2.72,2.58,1.5,1.45,27,-0.5,1.9,1.84,2.05,1.96,2.26,3.06,3.9
SP2,08/10/16,Numancia,Cordoba,1,1,D,1,0,H,2.1,3.25,3.6,2.05,3.1,3.4,2.2,3.2,3,2.2,3,3.5,2.28,3.17,3.7,2.15,3.1,3.4,2.2,3.25,3.5,54,2.28,2.17,3.25,3.12,3.73,3.4,42,2.37,2.2,1.66,1.61,28,-0.25,1.94,1.86,2.02,1.96,2.29,3.13,3.73
SP2,08/10/16,Reus Deportiu,Tenerife,0,0,D,0,0,D,2.4,3.1,3.1,2.35,2.95,3,2.3,3.2,2.8,2.3,2.9,3.4,2.39,3.06,3.57,2.25,3,3.3,2.3,3.1,3.4,55,2.4,2.27,3.2,3.01,3.57,3.3,44,2.53,2.42,1.56,1.51,29,-0.25,1.99,1.93,1.94,1.88,2.33,2.99,3.82
SP2,08/10/16,Sevilla B,Zaragoza,2,1,H,0,0,D,2.88,3.1,2.55,2.65,2.95,2.6,2.6,3,2.6,2.8,3,2.62,2.94,3.15,2.73,2.7,3.1,2.6,2.88,3.13,2.63,55,2.94,2.75,3.2,3.06,2.73,2.6,44,2.25,2.16,1.74,1.64,29,0,2.05,1.97,1.89,1.84,2.6,2.98,3.27
SP2,08/10/16,Valladolid,Alcorcon,2,0,H,2,0,H,1.95,3.2,4.2,1.87,3.2,4,1.9,3.3,3.7,1.95,3.1,4.33,2,3.22,4.63,,,,1.95,3.2,4.4,53,2.03,1.96,3.3,3.12,4.63,4.12,43,2.71,2.49,1.51,1.49,28,-0.25,1.72,1.67,2.27,2.18,2.12,3.15,4.22
SP2,09/10/16,Almeria,Levante,2,2,D,1,0,H,2.88,3.2,2.45,2.85,3.1,2.35,2.7,3.2,2.4,3,3,2.4,3.21,3.14,2.53,2.88,3,2.5,3.1,3.1,2.5,54,3.21,2.94,3.2,3.05,2.53,2.44,43,2.47,2.31,1.61,1.56,28,0.25,1.8,1.74,2.16,2.09,3.33,3.1,2.49
SP2,09/10/16,Cadiz,Girona,0,0,D,0,0,D,2.75,3.2,2.6,2.5,3.1,2.65,2.4,3.2,2.7,2.8,3,2.62,2.93,3.08,2.78,2.8,3.1,2.5,2.88,3.13,2.63,54,2.93,2.73,3.25,3.06,2.8,2.61,43,2.3,2.2,1.67,1.61,28,0,2.05,1.96,1.91,1.85,2.93,3.08,2.79
SP2,09/10/16,Mallorca,Huesca,3,0,H,2,0,H,1.95,3.3,4,2,3.1,3.6,2,3.3,3.3,1.95,3,4.5,1.99,3.19,4.75,2,2.9,4.2,2,3.1,4.4,54,2.04,1.98,3.3,3.06,4.75,4.12,43,2.8,2.6,1.5,1.45,27,-0.5,2.05,1.97,1.92,1.83,1.96,3.34,4.67
SP2,09/10/16,Mirandes,Lugo,2,2,D,0,2,A,2.15,3.2,3.5,2.05,3.1,3.4,2.2,3.2,3,2.2,3.2,3.4,2.24,3.36,3.57,2.1,3.2,3.4,2.2,3.3,3.4,54,2.24,2.15,3.36,3.2,3.7,3.33,47,2.15,2.04,1.82,1.73,28,-0.25,1.96,1.87,2,1.94,2.37,3.4,3.25
SP2,09/10/16,Oviedo,Vallecano,2,0,H,1,0,H,2.6,3.1,2.8,2.65,3,2.6,2.6,3,2.6,2.62,3.1,2.8,2.63,3.23,2.98,2.62,3.2,2.6,2.63,3.2,2.8,54,2.75,2.58,3.4,3.1,2.98,2.73,49,2.2,2.08,1.76,1.69,28,0,1.94,1.85,2.05,1.96,3.07,3.21,2.58
